id,id_disciplina,id_professor
1361,CIC0099,678
1362,CIC0099,679
1363,CIC0099,650
1364,CIC0101,680
1365,CIC0101,680
1366,CIC0104,681
1367,CIC0104,675
1368,CIC0105,682
1369,CIC0105,671
1370,CIC0108,683
1371,CIC0108,665
1372,CIC0124,684
1373,CIC0124,662
1374,CIC0124,674
1375,CIC0135,685
1376,CIC0142,686
1377,CIC0142,686
1378,CIC0152,663
1379,CIC0158,689
1380,CIC0161,648
1381,CIC0169,666
1382,CIC0176,681
1383,CIC0177,690
1384,CIC0182,691
1385,CIC0182,692
1386,CIC0182,693
1387,CIC0186,679
1388,CIC0188,694
1389,CIC0189,692
1390,CIC0189,688
1391,CIC0191,661
1392,CIC0197,682
1393,CIC0197,670
1394,CIC0197,682
1395,CIC0198,697
1396,CIC0199,695
1397,CIC0200,696
1398,CIC0201,694
1399,CIC0201,694
1400,CIC0202,672
1401,CIC0203,686
1402,CIC0204,689
1403,CIC0205,665
1404,CIC0206,698
1405,CIC0207,687
1406,CIC0208,698
1407,CIC0209,698
1408,CIC0212,668
1409,CIC0213,698
1410,CIC0218,668
1411,CIC0220,668
1412,CIC0222,668
1413,CIC0225,699
1414,CIC0226,690
1415,CIC0229,700
1416,CIC0229,701
1417,CIC0231,700
1418,CIC0231,701
1419,CIC0231,700
1420,CIC0231,701
1421,CIC0234,688
1422,CIC0235,702
1423,CIC0236,673
1424,CIC0247,701
1425,CIC0247,664
1426,CIC0248,678
1427,CIC0256,700
1428,CIC0258,666
1429,CFS0057,703
1430,ECO0002,704
1431,ECO0019,706
1432,ECO0019,707
1433,ECO0019,706
1434,ECO0019,708
1435,ECO0019,709
1436,ECO0019,710
1437,ECO0019,711
1438,ECO0019,712
1439,ECO0019,713
1440,ECO0019,714
1441,ECO0019,715
1442,ECO0019,716
1443,ECO0019,717
1444,ECO0019,718
1445,ECO0021,719
1446,ECO0021,719
1447,ECO0021,720
1448,ECO0021,720
1449,ECO0023,721
1450,ECO0023,722
1451,ECO0023,723
1452,ECO0023,724
1453,ECO0023,722
1454,ECO0025,725
1455,ECO0040,717
1456,ECO0050,726
1457,ECO0050,713
1458,ECO0050,726
1459,ECO0054,715
1460,ECO0072,713
1461,ECO0072,727
1462,ECO0072,723
1463,ECO0072,720
1464,ECO0079,728
1465,ECO0099,729
1466,ECO0114,730
1467,ECO0124,731
1468,ECO0126,732
1469,ECO0126,733
1470,ECO0128,704
1471,ECO0128,734
1472,ECO0134,735
1473,ECO0134,736
1474,ECO0141,711
1475,ECO0159,737
1476,ECO0185,732
1477,ECO0187,738
1478,ECO0187,739
1479,ECO0189,740
1480,ECO0194,730
1481,ECO0199,739
1482,ECO0199,741
1483,ECO0218,724
1484,ECO0218,742
1485,ECO0220,743
1486,ECO0258,744
1487,ECO0261,723
1488,ECO0262,710
1489,ECO0270,716
1490,ECO0272,726
1491,ECO0274,704
1492,ECO0275,716
1493,ECO0276,745
1494,ECO0279,729
1495,ECO0280,746
1496,ECO0284,727
1497,ENF0005,750
1498,ENF0005,751
1499,ENF0005,752
1500,ENF0005,753
1501,ENF0005,754
1502,ENF0005,755
1503,ENF0005,747
1504,ENF0005,756
1505,ENF0006,757
1506,ENF0006,758
1507,ENF0006,747
1508,ENF0006,747
1509,ENF0006,759
1510,ENF0006,760
1511,ENF0006,761
1512,ENF0006,749
1513,ENF0006,762
1514,ENF0006,763
1515,ENF0006,763
1516,ENF0006,764
1517,ENF0006,765
1518,ENF0006,766
1519,ENF0006,766
1520,ENF0006,767
1521,ENF0006,767
1522,ENF0006,768
1523,ENF0006,768
1524,ENF0006,769
1525,ENF0006,769
1526,ENF0007,748
1527,ENF0007,758
1528,ENF0007,764
1529,ENF0007,769
1530,ENF0007,754
1531,ENF0007,770
1532,ENF0007,761
1533,ENF0007,757
1534,ENF0007,766
1535,ENF0007,752
1536,ENF0007,759
1537,ENF0009,752
1538,ENF0009,766
1539,ENF0009,757
1540,ENF0009,771
1541,ENF0009,748
1542,ENF0009,769
1543,ENF0009,760
1544,ENF0009,763
1545,ENF0009,758
1546,ENF0009,756
1547,ENF0009,761
1548,ENF0009,770
1549,ENF0009,764
1550,ENF0010,748
1551,ENF0010,752
1552,ENF0010,772
1553,ENF0010,773
1554,ENF0010,755
1555,ENF0010,747
1556,ENF0010,765
1557,ENF0010,774
1558,ENF0010,766
1559,ENF0010,757
1560,ENF0010,759
1561,ENF0010,762
1562,ENF0010,760
1563,ENF0010,754
1564,ENF0010,768
1565,ENF0010,769
1566,ENF0010,750
1567,ENF0010,770
1568,ENF0010,771
1569,ENF0010,756
1570,ENF0010,768
1571,ENF0010,753
1572,ENF0010,764
1573,ENF0047,775
1574,ENF0047,776
1575,ENF0047,770
1576,ENF0047,774
1577,ENF0051,758
1578,ENF0051,777
1579,ENF0054,776
1580,ENF0057,778
1581,ENF0058,748
1582,ENF0058,778
1583,ENF0059,776
1584,ENF0059,775
1585,ENF0059,779
1586,ENF0059,780
1587,ENF0059,774
1588,ENF0059,780
1589,ENF0060,780
1590,ENF0061,777
1591,ENF0061,770
1592,ENF0061,757
1593,ENF0061,758
1594,ENF0061,770
1595,ENF0061,757
1596,ENF0061,757
1597,ENF0061,758
1598,ENF0061,777
1599,ENF0062,754
1600,ENF0062,759
1601,ENF0062,750
1602,ENF0062,756
1603,ENF0062,751
1604,ENF0062,781
1605,ENF0063,750
1606,ENF0063,751
1607,ENF0063,754
1608,ENF0063,756
1609,ENF0063,782
1610,ENF0063,759
1611,ENF0063,772
1612,ENF0065,783
1613,ENF0065,769
1614,ENF0065,767
1615,ENF0065,768
1616,ENF0065,764
1617,ENF0065,765
1618,ENF0065,784
1619,ENF0067,747
1620,ENF0067,766
1621,ENF0067,785
1622,ENF0067,749
1623,ENF0067,752
1624,ENF0067,762
1625,ENF0067,760
1626,ENF0068,755
1627,ENF0068,753
1628,ENF0068,755
1629,ENF0068,778
1630,ENF0068,756
1631,ENF0068,782
1632,ENF0069,780
1633,ENF0073,762
1634,ENF0073,770
1635,ENF0073,755
1636,ENF0073,767
1637,ENF0073,758
1638,ENF0073,747
1639,ENF0073,752
1640,ENF0073,769
1641,ENF0073,765
1642,ENF0073,774
1643,ENF0073,748
1644,ENF0073,750
1645,ENF0073,766
1646,ENF0073,760
1647,ENF0073,754
1648,ENF0073,773
1649,ENF0073,753
1650,ENF0073,761
1651,ENF0073,771
1652,ENF0073,756
1653,ENF0073,753
1654,ENF0081,782
1655,ENF0081,753
1656,ENF0085,757
1657,ENF0086,776
1658,ENF0086,779
1659,ENF0086,775
1660,ENF0086,774
1661,ENF0087,777
1662,ENC0001,786
1663,ENC0002,787
1664,ENC0003,103
1665,ENC0004,788
1666,ENC0004,789
1667,ENC0007,790
1668,ENC0010,791
1669,ENC0013,792
1670,ENC0015,103
1671,ENC0016,793
1672,ENC0016,794
1673,ENC0020,790
1674,ENC0026,799
1675,ENC0031,103
1676,ENC0031,787
1677,ENC0035,810
1678,ENC0035,811
1679,ENC0035,810
1680,ENC0035,812
1681,ENC0037,796
1682,ENC0037,796
1683,ENC0038,813
1684,ENC0040,814
1685,ENC0042,815
1686,ENC0045,816
1687,ENC0049,817
1688,ENC0050,818
1689,ENC0052,789
1690,ENC0053,802
1691,ENC0053,816
1692,ENC0053,804
1693,ENC0053,819
1694,ENC0053,804
1695,ENC0053,819
1696,ENC0053,820
1697,ENC0121,818
1698,ENC0121,821
1699,ENC0121,822
1700,ENC0128,820
1701,ENC0128,823
1702,ENC0128,823
1703,ENC0128,823
1704,ENC0132,824
1705,ENC0132,825
1706,ENC0133,826
1707,ENC0134,827
1708,ENC0134,828
1709,ENC0135,829
1710,ENC0135,830
1711,ENC0137,828
1712,ENC0137,831
1713,ENC0140,806
1714,ENC0145,832
1715,ENC0146,824
1716,ENC0148,834
1717,ENC0151,836
1718,ENC0152,836
1719,ENC0165,792
1720,ENC0166,792
1721,ENC0166,798
1722,ENC0168,799
1723,ENC0169,788
1724,ENC0183,808
1725,ENC0183,793
1726,ENC0188,838
1727,ENC0199,839
1728,ENC0199,839
1729,ENC0200,840
1730,ENC0202,841
1731,ENC0203,842
1732,ENC0206,843
1733,ENC0207,842
1734,ENC0218,815
1735,ENC0225,817
1736,ENC0229,844
1737,ENC0230,844
1738,ENC0230,845
1739,ENC0235,807
1740,ENC0235,794
1741,ENC0238,846
1742,ENC0239,807
1743,ENC0240,846
1744,ENC0240,793
1745,ENC0240,822
1746,ENC0240,846
1747,ENC0240,821
1748,ENC0240,822
1749,ENC0240,821
1750,ENC0240,821
1751,ENC0241,808
1752,ENC0241,847
1753,ENC0241,793
1754,ENC0246,819
1755,ENC0251,801
1756,ENC0251,801
1757,ENC0252,797
1758,ENC0252,797
1759,ENC0252,797
1760,ENC0252,797
1761,ENC0252,797
1762,ENC0254,845
1763,ENC0255,845
1764,ENC0255,845
1765,ENC0263,786
1766,ENC0264,840
1767,ENC0266,795
1768,ENC0267,802
1769,ENC0267,852
1770,ENC0268,806
1771,ENC0269,800
1772,ENC0270,800
1773,ENC0270,800
1774,ENC0270,800
1775,ENC0270,800
1776,ENC0271,848
1777,ENC0272,790
1778,ENC0273,791
1779,ENC0273,786
1780,ENC0273,786
1781,ENC0273,791
1782,ENC0273,791
1783,ENC0273,786
1784,ENC0273,791
1785,ENC0274,795
1786,ENC0275,853
1787,ENC0276,848
1788,ENC0276,848
1789,ENC0277,848
1790,EPR0001,854
1791,EPR0001,854
1792,EPR0002,855
1793,EPR0004,856
1794,EPR0005,857
1795,EPR0006,805
1796,EPR0007,858
1797,EPR0008,859
1798,EPR0008,859
1799,EPR0009,860
1800,EPR0012,861
1801,EPR0013,859
1802,EPR0014,862
1803,EPR0019,863
1804,EPR0021,864
1805,EPR0022,862
1806,EPR0030,858
1807,EPR0035,866
1808,EPR0039,863
1809,EPR0049,855
1810,EPR0051,867
1811,EPR0051,858
1812,EPR0056,805
1813,EPR0056,868
1814,EPR0059,805
1815,EPR0059,805
1816,EPR0061,863
1817,EPR0064,857
1818,EPR0065,860
1819,EPR0066,856
1820,EPR0068,865
1821,EPR0068,866
1822,EPR0068,869
1823,EPR0068,870
1824,EPR0068,866
1825,EPR0069,866
1826,EPR0071,805
1827,EPR0072,867
1828,EPR0073,864
1829,EPR0073,867
1830,EPR0076,864
1831,EPR0077,871
1832,ENE0001,872
1833,ENE0001,873
1834,ENE0001,874
1835,ENE0002,875
1836,ENE0002,875
1837,ENE0002,875
1838,ENE0002,875
1839,ENE0004,876
1840,ENE0005,877
1841,ENE0006,876
1842,ENE0006,876
1843,ENE0011,878
1844,ENE0011,878
1845,ENE0013,879
1846,ENE0013,880
1847,ENE0015,881
1848,ENE0016,882
1849,ENE0017,883
1850,ENE0022,884
1851,ENE0024,881
1852,ENE0025,882
1853,ENE0026,885
1854,ENE0039,887
1855,ENE0039,888
1856,ENE0039,889
1857,ENE0040,890
1858,ENE0040,890
1859,ENE0040,891
1860,ENE0040,891
1861,ENE0040,891
1862,ENE0040,891
1863,ENE0045,892
1864,ENE0045,887
1865,ENE0045,887
1866,ENE0046,893
1867,ENE0046,893
1868,ENE0046,894
1869,ENE0046,894
1870,ENE0046,888
1871,ENE0046,888
1872,ENE0047,895
1873,ENE0048,896
1874,ENE0048,896
1875,ENE0049,897
1876,ENE0050,897
1877,ENE0050,897
1878,ENE0053,898
1879,ENE0054,899
1880,ENE0054,899
1881,ENE0054,899
1882,ENE0054,899
1883,ENE0056,900
1884,ENE0056,890
1885,ENE0058,900
1886,ENE0058,889
1887,ENE0058,901
1888,ENE0058,900
1889,ENE0058,889
1890,ENE0058,901
1891,ENE0066,893
1892,ENE0066,893
1893,ENE0066,893
1894,ENE0066,903
1895,ENE0067,904
1896,ENE0067,877
1897,ENE0067,905
1898,ENE0068,906
1899,ENE0068,907
1900,ENE0071,908
1901,ENE0071,909
1902,ENE0072,874
1903,ENE0072,873
1904,ENE0072,874
1905,ENE0072,873
1906,ENE0073,910
1907,ENE0073,910
1908,ENE0073,910
1909,ENE0073,910
1910,ENE0073,896
1911,ENE0074,911
1912,ENE0074,911
1913,ENE0074,911
1914,ENE0074,911
1915,ENE0074,896
1916,ENE0077,912
1917,ENE0077,913
1918,ENE0077,914
1919,ENE0078,915
1920,ENE0078,915
1921,ENE0078,915
1922,ENE0078,915
1923,ENE0079,912
1924,ENE0088,916
1925,ENE0089,878
1926,ENE0090,917
1927,ENE0090,882
1928,ENE0090,918
1929,ENE0091,880
1930,ENE0155,901
1931,ENE0167,913
1932,ENE0177,919
1933,ENE0177,898
1934,ENE0186,895
1935,ENE0228,908
1936,ENE0274,881
1937,ENE0276,916
1938,ENE0282,922
1939,ENE0282,922
1940,ENE0282,903
1941,ENE0282,894
1942,ENE0282,894
1943,ENE0289,923
1944,ENE0295,924
1945,ENE0295,924
1946,ENE0295,919
1947,ENE0295,919
1948,ENE0295,925
1949,ENE0295,925
1950,ENE0304,886
1951,ENE0304,926
1952,ENE0304,926
1953,ENE0306,921
1954,ENE0306,924
1955,ENE0334,880
1956,ENE0334,879
1957,ENE0352,883
1958,EFL0001,928
1959,EFL0003,929
1960,EFL0004,930
1961,EFL0004,930
1962,EFL0010,931
1963,EFL0011,932
1964,EFL0013,933
1965,EFL0014,934
1966,EFL0020,935
1967,EFL0021,936
1968,EFL0021,937
1969,EFL0023,938
1970,EFL0025,939
1971,EFL0026,931
1972,EFL0026,931
1973,EFL0029,936
1974,EFL0029,937
1975,EFL0029,937
1976,EFL0029,936
1977,EFL0033,928
1978,EFL0034,940
1979,EFL0036,941
1980,EFL0040,942
1981,EFL0040,942
1982,EFL0043,941
1983,EFL0044,943
1984,EFL0047,939
1985,EFL0049,944
1986,EFL0049,944
1987,EFL0050,945
1988,EFL0051,945
1989,EFL0055,929
1990,EFL0063,941
1991,EFL0063,928
1992,EFL0063,937
1993,EFL0063,939
1994,EFL0063,936
1995,EFL0063,946
1996,EFL0063,940
1997,EFL0063,930
1998,EFL0063,945
1999,EFL0063,947
2000,EFL0063,934
2001,EFL0083,947
2002,EFL0089,947
2003,EFL0095,950
2004,EFL0096,940
2005,EFL0097,950
2006,EFL0099,937
2007,EFL0100,934
2008,EST0001,951
2009,EST0001,951
2010,EST0004,952
2011,EST0014,953
2012,EST0015,954
2013,EST0016,955
2014,EST0017,956
2015,EST0019,957
2016,EST0019,958
2017,EST0019,959
2018,EST0019,957
2019,EST0019,960
2020,EST0019,955
2021,EST0019,961
2022,EST0019,960
2023,EST0019,961
2024,EST0023,953
2025,EST0023,962
2026,EST0023,963
2027,EST0023,962
2028,EST0023,964
2029,EST0023,965
2030,EST0023,966
2031,EST0023,87
2032,EST0023,967
2033,EST0023,968
2034,EST0027,969
2035,EST0027,969
2036,EST0027,970
2037,EST0033,970
2038,EST0035,971
2039,EST0036,972
2040,EST0038,967
2041,EST0040,958
2042,EST0042,973
2043,EST0046,956
2044,EST0048,974
2045,EST0051,968
2046,EST0064,975
2047,EST0069,952
2048,EST0070,959
2049,EST0077,951
2050,EST0081,976
2051,EST0091,954
2052,FIL0002,977
2053,FIL0002,978
2054,FIL0003,979
2055,FIL0003,980
2056,FIL0004,981
2057,FIL0004,982
2058,FIL0007,983
2059,FIL0007,984
2060,FIL0007,985
2061,FIL0025,986
2062,FIL0025,987
2063,FIL0025,978
2064,FIL0025,988
2065,FIL0025,989
2066,FIL0025,990
2067,FIL0025,980
2068,FIL0025,991
2069,FIL0025,979
2070,FIL0025,992
2071,FIL0025,985
2072,FIL0025,983
2073,FIL0025,993
2074,FIL0025,994
2075,FIL0025,995
2076,FIL0025,73
2077,FIL0025,996
2078,FIL0025,997
2079,FIL0025,982
2080,FIL0025,998
2081,FIL0025,999
2082,FIL0025,992
2083,FIL0025,981
2084,FIL0025,1000
2085,FIL0025,1001
2086,FIL0025,1002
2087,FIL0025,1003
2088,FIL0025,1004
2089,FIL0025,977
2090,FIL0025,1005
2091,FIL0025,1006
2092,FIL0028,978
2093,FIL0028,992
2094,FIL0028,997
2095,FIL0028,1006
2096,FIL0028,995
2097,FIL0028,1003
2098,FIL0028,985
2099,FIL0028,980
2100,FIL0028,988
2101,FIL0028,987
2102,FIL0028,989
2103,FIL0028,990
2104,FIL0028,998
2105,FIL0028,979
2106,FIL0028,986
2107,FIL0028,993
2108,FIL0028,1004
2109,FIL0028,983
2110,FIL0028,982
2111,FIL0028,996
2112,FIL0028,1007
2113,FIL0028,1001
2114,FIL0028,1002
2115,FIL0028,994
2116,FIL0028,991
2117,FIL0028,977
2118,FIL0028,1005
2119,FIL0028,999
2120,FIL0028,992
2121,FIL0028,981
2122,FIL0028,990
2123,FIL0069,1008
2124,FIL0069,1009
2125,FIL0069,997
2126,FIL0069,1002
2127,FIL0069,995
2128,FIL0069,992
2129,FIL0069,1009
2130,FIL0069,73
2131,FIL0069,997
2132,FIL0069,1009
2133,FIL0146,987
2134,FIL0152,73
2135,FIL0165,989
2136,FIL0165,990
2137,FIL0166,983
2138,FIL0166,996
2139,FIL0167,991
2140,FIL0167,1005
2141,FIL0168,982
2142,FIL0168,981
2143,FIL0171,988
2144,FIL0171,981
2145,FIL0174,981
2146,FIL0174,988
2147,FIL0175,994
2148,FIL0175,991
2149,FIL0176,986
2150,FIL0176,986
2151,FIL0177,1006
2152,FIL0177,998
2153,FIL0179,1008
2154,FIL0179,1008
2155,FIL0180,1001
2156,FIL0180,1007
2157,FIL0181,1004
2158,FIL0181,1004
2159,FIL0182,979
2160,FIL0182,1003
2161,FIL0183,1000
2162,FIL0183,1000
2163,FIL0184,989
2164,GEA0003,1011
2165,GEA0010,1012
2166,GEA0011,1013
2167,GEA0011,1014
2168,GEA0011,1013
2169,GEA0011,1014
2170,GEA0012,1015
2171,GEA0014,1016
2172,GEA0017,1017
2173,GEA0019,1019
2174,GEA0020,1020
2175,GEA0030,1023
2176,GEA0030,1024
2177,GEA0032,1011
2178,GEA0032,1025
2179,GEA0036,1026
2180,GEA0036,1026
2181,GEA0038,1027
2182,GEA0038,1012
2183,GEA0038,1027
2184,GEA0039,1028
2185,GEA0040,1029
2186,GEA0041,1022
2187,GEA0041,1022
2188,GEA0042,1030
2189,GEA0046,1028
2190,GEA0049,1030
2191,GEA0050,1031
2192,GEA0051,1020
2193,GEA0059,1032
2194,GEA0060,1033
2195,GEA0061,1021
2196,GEA0062,1031
2197,GEA0062,1025
2198,GEA0078,1034
2199,GEA0085,1031
2200,GEA0085,1025
2201,GEA0087,1011
2202,GEA0087,1025
2203,HIS0028,1037
2204,HIS0031,1038
2205,HIS0031,1039
2206,HIS0031,1040
2207,HIS0031,1041
2208,HIS0046,1043
2209,HIS0072,1048
2210,HIS0084,1049
2211,HIS0084,1041
2212,HIS0084,1050
2213,HIS0084,1049
2214,HIS0084,1051
2215,HIS0084,1050
2216,HIS0084,1051
2217,HIS0090,1052
2218,HIS0090,1053
2219,HIS0091,1046
2220,HIS0091,1046
2221,HIS0091,1054
2222,HIS0093,1055
2223,HIS0093,1056
2224,HIS0095,1056
2225,HIS0095,1055
2226,HIS0097,1057
2227,HIS0097,1058
2228,HIS0099,1058
2229,HIS0099,1057
2230,HIS0100,1059
2231,HIS0100,1060
2232,HIS0102,1061
2233,HIS0102,1061
2234,HIS0104,1040
2235,HIS0104,1037
2236,HIS0106,1062
2237,HIS0106,1062
2238,HIS0107,1044
2239,HIS0107,1045
2240,HIS0111,1043
2241,HIS0111,1060
2242,HIS0111,1063
2243,HIS0111,1064
2244,HIS0115,1065
2245,HIS0115,1066
2246,HIS0126,1042
2247,HIS0129,1040
2248,HIS0129,1064
2249,HIS0138,1054
2250,HIS0138,1054
2251,HIS0140,1067
2252,HIS0140,1067
2253,HIS0150,1068
2254,HIS0197,1070
2255,HIS0212,1065
2256,HIS0250,1047
2257,HIS0250,1053
2258,HIS0251,1041
2259,HIS0251,1072
2260,HIS0252,1073
2261,HIS0252,1073
2262,DPG0082,1074
2263,LIP0003,1075
2264,LIP0004,1075
2265,LIP0005,1076
2266,LIP0006,1076
2267,LIP0007,1077
2268,LIP0008,1078
2269,LIP0009,1079
2270,LIP0010,1080
2271,LIP0010,1081
2272,LIP0011,1082
2273,LIP0012,1083
2274,LIP0012,1080
2275,LIP0018,1084
2276,LIP0018,1080
2277,LIP0019,1085
2278,LIP0020,1083
2279,LIP0026,1087
2280,LIP0027,1088
2281,LIP0028,1089
2282,LIP0029,1084
2283,LIP0032,1086
2284,LIP0034,1088
2285,LIP0034,1083
2286,LIP0034,1080
2287,LIP0034,1090
2288,LIP0034,1091
2289,LIP0034,1085
2290,LIP0034,1086
2291,LIP0034,1087
2292,LIP0035,1086
2293,LIP0045,1092
2294,LIP0045,1093
2295,LIP0045,1094
2296,LIP0045,1095
2297,LIP0045,1096
2298,LIP0045,89
2299,LIP0045,1097
2300,LIP0045,1092
2301,LIP0045,1093
2302,LIP0045,1094
2303,LIP0050,1098
2304,LIP0061,1099
2305,LIP0061,1099
2306,LIP0061,1098
2307,LIP0082,1100
2308,LIP0082,1101
2309,LIP0085,1102
2310,LIP0092,1103
2311,LIP0092,1104
2312,LIP0092,1105
2313,LIP0092,1101
2314,LIP0092,1102
2315,LIP0092,40
2316,LIP0092,1078
2317,LIP0092,1075
2318,LIP0092,98
2319,LIP0094,1106
2320,LIP0095,1107
2321,LIP0096,1103
2322,LIP0096,1108
2323,LIP0096,1092
2324,LIP0098,1109
2325,LIP0099,1110
2326,LIP0099,1110
2327,LIP0100,1111
2328,LIP0101,1104
2329,LIP0106,1112
2330,LIP0113,1096
2331,LIP0117,1112
2332,LIP0119,98
2333,LIP0122,1116
2334,LIP0123,1109
2335,LIP0125,1114
2336,LIP0128,1105
2337,LIP0129,1117
2338,LIP0131,1101
2339,LIP0131,1104
2340,LIP0133,1118
2341,LIP0141,1110
2342,LIP0141,1113
2343,LIP0142,89
2344,LIP0143,1113
2345,LIP0143,1113
2346,LIP0145,1095
2347,LIP0145,1095
2348,LIP0146,1111
2349,LIP0147,1101
2350,LIP0148,1119
2351,LIP0149,1094
2352,LIP0149,1093
2353,LIP0151,1118
2354,LIP0153,1092
2355,LIP0153,1120
2356,LIP0154,1121
2357,LIP0154,1121
2358,LIP0154,1121
2359,LIP0154,1108
2360,LIP0154,1121
2361,LIP0155,1105
2362,LIP0156,1101
2363,LIP0156,1111
2364,LIP0156,1104
2365,LIP0156,89
2366,LIP0156,1105
2367,LIP0156,1099
2368,LIP0156,1122
2369,LIP0156,1123
2370,LIP0156,1124
2371,LIP0159,1115
2372,LIP0160,1097
2373,LIP0163,1077
2374,LIP0169,1078
2375,LIP0169,1117
2376,LIP0169,1116
2377,LIP0169,1101
2378,LIP0169,1114
2379,LIP0169,1125
2380,LIP0169,98
2381,LIP0169,1077
2382,LIP0169,1084
2383,LIP0174,1126
2384,LIP0174,1091
2385,LIP0174,1127
2386,LIP0174,1085
2387,LIP0174,1089
2388,LIP0174,1128
2389,LIP0174,1082
2390,LIP0174,1129
2391,LIP0174,1126
2392,LIP0174,1091
2393,LIP0174,1090
2394,LIP0174,1081
2395,LIP0174,1087
2396,LIP0174,1081
2397,LIP0174,1090
2398,LIP0174,1127
2399,LIP0174,1127
2400,LIP0174,1127
2401,LIP0174,1087
2402,LIP0174,1129
2403,LIP0174,1128
2404,LIP0175,1079
2405,LET0002,1131
2406,LET0003,1132
2407,LET0004,1133
2408,LET0005,1134
2409,LET0006,1135
2410,LET0012,1137
2411,LET0012,1138
2412,LET0013,1138
2413,LET0013,1137
2414,LET0016,1139
2415,LET0018,1138
2416,LET0018,1140
2417,LET0018,1137
2418,LET0018,1141
2419,LET0018,1130
2420,LET0023,1143
2421,LET0023,1144
2422,LET0023,1145
2423,LET0025,1146
2424,LET0025,1122
2425,LET0025,1145
2426,LET0034,1147
2427,LET0041,1141
2428,LET0041,1141
2429,LET0043,1148
2430,LET0043,1149
2431,LET0048,1151
2432,LET0050,1152
2433,LET0050,1133
2434,LET0050,1134
2435,LET0050,1153
2436,LET0050,1154
2437,LET0050,1155
2438,LET0050,1156
2439,LET0050,1157
2440,LET0050,1158
2441,LET0050,1159
2442,LET0050,1132
2443,LET0050,1160
2444,LET0050,1148
2445,LET0050,1161
2446,LET0050,1162
2447,LET0050,1163
2448,LET0050,1164
2449,LET0050,1165
2450,LET0050,1166
2451,LET0050,1167
2452,LET0050,1168
2453,LET0050,1131
2454,LET0052,1150
2455,LET0052,1166
2456,LET0054,1165
2457,LET0054,1164
2458,LET0055,1169
2459,LET0055,1170
2460,LET0056,1169
2461,LET0056,1171
2462,LET0058,1172
2463,LET0058,1173
2464,LET0064,1172
2465,LET0071,1131
2466,LET0071,1150
2467,LET0072,1174
2468,LET0073,1175
2469,LET0074,1175
2470,LET0075,1176
2471,LET0084,1177
2472,LET0085,1177
2473,LET0086,1178
2474,LET0087,1138
2475,LET0088,1179
2476,LET0093,1180
2477,LET0093,1181
2478,LET0096,1181
2479,LET0096,1180
2480,LET0101,1182
2481,LET0101,1183
2482,LET0102,1183
2483,LET0102,1183
2484,LET0106,1176
2485,LET0115,1164
2486,LET0118,1147
2487,LET0118,1146
2488,LET0120,1147
2489,LET0120,1184
2490,LET0120,1146
2491,LET0122,1185
2492,LET0124,1185
2493,LET0125,1147
2494,LET0126,1185
2495,LET0130,1186
2496,LET0134,1186
2497,LET0138,1186
2498,LET0142,1159
2499,LET0162,1187
2500,LET0162,1188
2501,LET0174,1190
2502,LET0178,1191
2503,LET0182,1155
2504,LET0186,1156
2505,LET0190,1163
2506,LET0194,1158
2507,LET0198,1153
2508,LET0202,1158
2509,LET0206,1153
2510,LET0210,1153
2511,LET0214,1154
2512,LET0218,1151
2513,LET0222,1160
2514,LET0226,1160
2515,LET0234,1156
2516,LET0236,1151
2517,LET0239,1139
2518,LET0239,1125
2519,LET0239,1139
2520,LET0242,1125
2521,LET0245,1192
2522,LET0245,1179
2523,LET0247,1193
2524,LET0247,1177
2525,LET0249,1188
2526,LET0252,1192
2527,LET0252,1173
2528,LET0256,1177
2529,LET0256,1173
2530,LET0260,1074
2531,LET0260,1194
2532,LET0262,1194
2533,LET0262,1172
2534,LET0262,1173
2535,LET0263,1195
2536,LET0264,1137
2537,LET0305,1196
2538,LET0305,1197
2539,LET0305,1198
2540,LET0306,1199
2541,LET0306,1146
2542,LET0307,1132
2543,LET0307,1200
2544,LET0308,1201
2545,LET0311,1140
2546,LET0311,1140
2547,LET0312,1141
2548,LET0312,1202
2549,LET0315,1180
2550,LET0315,1203
2551,LET0317,1204
2552,LET0320,1205
2553,LET0322,1206
2554,LET0323,1204
2555,LET0323,1207
2556,LET0324,1205
2557,LET0324,1208
2558,LET0325,1208
2559,LET0325,1170
2560,LET0326,1209
2561,LET0326,1210
2562,LET0326,1203
2563,LET0326,1210
2564,LET0331,1187
2565,LET0331,1195
2566,LET0331,1211
2567,LET0331,1195
2568,LET0331,1211
2569,LET0331,1187
2570,LET0331,1187
2571,LET0334,1192
2572,LET0337,1135
2573,LET0337,1135
2574,LET0338,1135
2575,LET0338,1135
2576,LET0340,1212
2577,LET0340,1213
2578,LET0344,1200
2579,LET0345,1143
2580,LET0346,1136
2581,LET0347,1214
2582,LET0348,1215
2583,LET0348,1133
2584,LET0351,1213
2585,LET0355,1143
2586,LET0356,1123
2587,LET0360,1216
2588,LET0361,1174
2589,LET0362,1217
2590,LET0363,1218
2591,LET0364,1176
2592,LET0365,1219
2593,LET0366,1219
2594,LET0367,1218
2595,LET0368,1217
2596,LET0369,1216
2597,LET0371,1220
2598,LET0373,1218
2599,LET0373,1175
2600,LET0373,1221
2601,LET0373,1216
2602,LET0373,1220
2603,LET0373,1174
2604,LET0373,1219
2605,LET0373,1217
2606,LET0375,1221
2607,LET0376,1222
2608,LET0376,1222
2609,LET0376,1223
2610,LET0376,1222
2611,LET0377,1222
